Year,Month,State,Location,Food,Ingredient,Species,Genus,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
2007,October,California,Catering Service,Multiple Foods,,Norovirus genogroup II,Norovirus,Unknown,Suspected,37,0,0
2007,December,Connecticut,Catering Service,Appetizers,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,37,0,0
2007,September,Ohio,Restaurant; Private Home/Residence,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,36,2,0
2007,January,Maine,,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,32,0,0
2007,January,Connecticut,Restaurant,"Pizza, Unspecified",,Norovirus genogroup II,Norovirus,Unknown,Confirmed,30,0,0
2007,August,South Carolina,Catering Service,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,30,0,0
2007,August,Wisconsin,Private Home/Residence,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,28,0,0
2007,February,California,Restaurant,Multiple Foods,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,27,0,0
2007,March,Kentucky,Catering Service,"Sandwich, Wrap",Leafy Green,Norovirus genogroup II,Norovirus,Unknown,Confirmed,27,0,0
2007,May,California,Restaurant,Chicken Stir Fry,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,25,1,0
2007,July,California,Restaurant,Desserts,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,24,0,0
2007,February,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,23,0,0
2007,March,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,23,1,0
2007,April,Wisconsin,,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,23,0,0
2007,May,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,23,,0
2007,July,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,21,0,0
2007,August,Michigan,Office/Indoor Workplace,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,20,0,0
2007,February,Illinois,Restaurant; Private Home/Residence,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,19,0,0
2007,March,Wisconsin,Religious Facility,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,18,0,0
2007,May,Ohio,Office/Indoor Workplace,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,18,0,0
2007,April,Wisconsin,Catering Service,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,17,0,0
2007,October,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,17,1,0
2007,November,Oregon,School/College/University,"Celery, Unspecified",,Norovirus genogroup II,Norovirus,Unknown,Confirmed,17,0,0
2007,December,Kansas,Restaurant,"Sandwich, Chicken",,Norovirus genogroup II,Norovirus,Unknown,Confirmed,17,1,0
2007,February,Florida,Private Home/Residence,Chicken Salad,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,16,0,0
2007,May,Ohio,Banquet Facility,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,16,1,0
2007,August,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,16,0,0
2007,October,Illinois,Private Home/Residence; Grocery Store,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,16,0,0
2007,October,Illinois,Private Home/Residence; Grocery Store,Taco Or Nacho Salad,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,16,0,0
2007,January,Ohio,Restaurant; Banquet Facility,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,15,0,0
2007,March,Tennessee,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,15,0,0
2007,May,Wisconsin,Catering Service,"Onion, Unspecified",,Norovirus genogroup II,Norovirus,Unknown,Confirmed,13,0,0
2007,January,Oregon,Restaurant; Private Home/Residence,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,12,0,0
2007,December,Maryland,Restaurant,Shrimp Salad,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,12,0,0
2007,December,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,12,0,0
2007,January,Connecticut,Restaurant,"Quiche; Whole Milk, Pasteurized",,Norovirus genogroup II,Norovirus,Unknown,Confirmed,11,0,0
2007,February,Maryland,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,11,0,0
2007,May,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,11,0,0
2007,October,California,Restaurant,Macaroni Salad,,Norovirus genogroup II,Norovirus,Unknown,Suspected,11,0,0
2007,November,Tennessee,Restaurant,"Bread, Unspecified; Dips, Unspecified",,Norovirus genogroup II,Norovirus,Unknown,Confirmed,11,1,0
2007,December,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,11,0,0
2007,January,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,10,0,0
2007,January,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,10,0,0
2007,April,Maryland,Private Home/Residence,"Lemonade, Unspecified; Turkey Salad; Ice","Fruit, Unspecified; Water; Turkey; Water",Norovirus genogroup II,Norovirus,Unknown,Confirmed,10,0,0
2007,June,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,10,0,0
2007,October,New Hampshire,Catering Service,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,10,0,0
2007,January,Idaho,Restaurant,Lettuce-Based Salads Unspecified,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,9,,
2007,February,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,9,0,0
2007,September,Florida,Restaurant,"Sandwich, Submarine",,Norovirus genogroup II,Norovirus,Unknown,Confirmed,9,0,0
2007,November,Missouri,Restaurant,Lettuce Based Salads,,Norovirus genogroup II,Norovirus,Unknown,Suspected,9,0,0
2007,March,Arizona,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,8,0,0
2007,April,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,8,0,0
2007,June,Iowa,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,8,0,0
2007,June,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,8,0,0
2007,September,Minnesota,Restaurant,Cheese Products,,Norovirus genogroup II,Norovirus,Unknown,Suspected,8,0,0
2007,December,Tennessee,Restaurant,"Oysters, Raw",,Norovirus genogroup II,Norovirus,Unknown,Confirmed,8,0,0
2007,March,Florida,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,7,0,0
2007,March,Wisconsin,Private Home/Residence,Fruit Salad,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,7,0,0
2007,March,Arizona,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,6,0,0
2007,October,Arizona,Fair/Festival,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,6,0,0
2007,December,California,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,6,0,0
2007,January,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,5,0,0
2007,February,Connecticut,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,5,1,0
2007,March,Arizona,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,5,0,0
2007,January,Tennessee,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,4,0,0
2007,February,Tennessee,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,4,0,0
2007,August,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,4,0,0
2007,November,Arizona,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,4,0,0
2007,November,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,4,0,0
2007,March,Arizona,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,3,0,0
2007,March,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,3,1,0
2007,May,Ohio,Restaurant,"Chicken, Fried",,Norovirus genogroup II,Norovirus,Unknown,Confirmed,3,2,0
2007,June,Arizona,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,3,0,0
2007,October,Wisconsin,Private Home/Residence,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,3,0,0
2007,April,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,2,0,0
2007,April,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,2,0,0
2007,October,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,2,1,0
2007,November,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Unknown,Suspected,2,0,0
2007,September,Kansas,Catering Service,Sausage,,Norovirus genogroup II; Adenovirus,Norovirus,Unknown,Suspected; Suspected,64,0,0
2007,February,South Carolina,Restaurant,,,Norovirus genogroup II; Norovirus genogroup I,Norovirus,Unknown; Unknown,Confirmed; Confirmed,43,0,0
2007,December,California,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,168,2,0
2007,March,Texas,Banquet Facility,,,Norovirus unknown,Norovirus,,Confirmed,97,,0
2007,April,Kansas,School/College/University,,,Norovirus unknown,Norovirus,,Confirmed,97,0,0
2007,July,California,Restaurant; Banquet Facility,Antipasto,,Norovirus unknown,Norovirus,,Suspected,92,1,0
2007,November,California,Restaurant,Fruit Salad; Salad Bar,"Fruit, Unspecified",Norovirus unknown,Norovirus,,Confirmed,60,0,0
2007,January,Washington,Restaurant,Lettuce Based Salads; Biscuits,,Norovirus unknown,Norovirus,,Confirmed,56,0,0
2007,January,Oregon,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,52,1,0
2007,July,Pennsylvania,Catering Service,"Turkey, Roasted; Gravy",,Norovirus unknown,Norovirus,,Suspected,51,0,0
2007,March,California,,,,Norovirus unknown,Norovirus,,Suspected,44,1,0
2007,October,Texas,Banquet Facility,,,Norovirus unknown,Norovirus,,Confirmed,36,0,0
2007,March,Maryland,Restaurant; Banquet Facility,"Roast Beef, Other; Tap Water",,Norovirus unknown,Norovirus,,Suspected,35,0,0
2007,October,California,Catering Service,Butter,,Norovirus unknown,Norovirus,,Confirmed,35,1,0
2007,May,Pennsylvania,Restaurant,"Stuffing, Unspecified",,Norovirus unknown,Norovirus,,Suspected,34,0,0
2007,October,California,Banquet Facility,"Muffin, Unspecified",,Norovirus unknown,Norovirus,,Suspected,31,0,0
2007,August,Pennsylvania,School/College/University,,,Norovirus unknown,Norovirus,,Suspected,30,0,0
2007,September,North Dakota,Banquet Facility,,,Norovirus unknown,Norovirus,,Confirmed,29,0,0
2007,November,California,Restaurant,Multiple Salads,,Norovirus unknown,Norovirus,,Confirmed,29,0,0
2007,January,California,Catering Service,,,Norovirus unknown,Norovirus,,Suspected,28,0,0
2007,August,Texas,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,28,,
2007,December,Texas,,,,Norovirus unknown,Norovirus,,Confirmed,27,3,0
2007,April,Texas,Private Home/Residence,,,Norovirus unknown,Norovirus,,Confirmed,26,3,0
2007,June,California,Catering Service,"Grapes, Unspecified",,Norovirus unknown,Norovirus,,Suspected,26,0,0
2007,June,Oregon,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,25,0,0
2007,August,Oregon,Restaurant,House Salad,Leafy Green,Norovirus unknown,Norovirus,,Confirmed,25,0,0
2007,November,New York,Restaurant,Sushi,,Norovirus unknown,Norovirus,,Confirmed,25,2,0
2007,May,Texas,Catering Service,,,Norovirus unknown,Norovirus,,Confirmed,23,2,0
2007,August,Oregon,Restaurant,Guacamole,,Norovirus unknown,Norovirus,,Suspected,22,0,0
2007,June,California,Private Home/Residence; Office/Indoor Workplace,"Sandwich, Unspecified",,Norovirus unknown,Norovirus,,Suspected,21,1,0
2007,July,New York,,"Other Cheese; Bread, White",Cheese; Bread,Norovirus unknown,Norovirus,,Confirmed,21,0,0
2007,January,Colorado,Banquet Facility; Grocery Store,Honeydew Melon; Caramel Rolls,,Norovirus unknown,Norovirus,,Confirmed,19,0,0
2007,September,California,Restaurant; Banquet Facility,Caesar Salad; French Fries,,Norovirus unknown,Norovirus,,Suspected,19,1,0
2007,January,Oregon,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,17,0,0
2007,April,Colorado,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,17,0,0
2007,October,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,17,0,0
2007,November,California,Restaurant,Ice Cream With Fresh Berries,"Fruit, Unspecified; Ice Cream",Norovirus unknown,Norovirus,,Confirmed,17,0,0
2007,January,Oregon,Religious Facility,,,Norovirus unknown,Norovirus,,Confirmed,16,0,0
2007,March,North Dakota,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,16,0,0
2007,April,New York,Private Home/Residence; Grocery Store,Vanilla Cake,Other Baked Goods,Norovirus unknown,Norovirus,,Confirmed,16,0,0
2007,January,California,Catering Service,"Sandwich, Unspecified",,Norovirus unknown,Norovirus,,Suspected,15,1,0
2007,January,North Carolina,Restaurant,"Chicken, Nuggets/Fingers",,Norovirus unknown,Norovirus,,Confirmed,15,0,0
2007,February,Colorado,Restaurant,"Green Salad; Pizza, Pep/Ham/Sausage",,Norovirus unknown,Norovirus,,Suspected,15,0,0
2007,February,Florida,Restaurant,Multiple Salads,,Norovirus unknown,Norovirus,,Suspected,15,0,0
2007,June,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,15,,0
2007,September,California,Catering Service,,,Norovirus unknown,Norovirus,,Suspected,14,0,0
2007,October,California,Restaurant,Deli Products,,Norovirus unknown,Norovirus,,Suspected,14,0,0
2007,November,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,14,0,0
2007,January,Colorado,Restaurant,Salad Bar; Ranch Dressing,,Norovirus unknown,Norovirus,,Suspected,13,0,0
2007,January,Oregon,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,13,0,0
2007,December,Hawaii,Nursing Home/Assisted Living Facility,,,Norovirus unknown,Norovirus,,Confirmed,13,0,0
2007,April,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,12,0,0
2007,April,California,,Cake,,Norovirus unknown,Norovirus,,Suspected,12,0,0
2007,November,California,Restaurant,Multiple Foods,,Norovirus unknown,Norovirus,,Suspected,12,0,0
2007,December,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,11,0,0
2007,March,California,Restaurant,Vegetable-Based Salads Unspecified,,Norovirus unknown,Norovirus,,Suspected,10,0,0
2007,March,Rhode Island,Banquet Facility,,,Norovirus unknown,Norovirus,,Confirmed,10,0,0
2007,May,California,Restaurant; Private Home/Residence; Grocery Store,,,Norovirus unknown,Norovirus,,Confirmed,10,0,0
2007,June,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,10,0,0
2007,June,Indiana,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,10,0,0
2007,September,California,Restaurant,Multiple Foods,,Norovirus unknown,Norovirus,,Suspected,10,0,0
2007,January,New York,Restaurant,"Sandwich, Deli",Turkey,Norovirus unknown,Norovirus,,Suspected,9,1,0
2007,April,Hawaii,Restaurant,"Sandwich, Other Specialty",,Norovirus unknown,Norovirus,,Confirmed,9,0,0
2007,December,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,9,0,0
2007,December,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,8,0,0
2007,January,Colorado,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,7,0,0
2007,January,Illinois,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,7,0,0
2007,January,Oregon,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,7,0,0
2007,February,Florida,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,7,,
2007,April,California,Restaurant,Multiple Foods,,Norovirus unknown,Norovirus,,Suspected,7,0,0
2007,July,Virginia,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,7,1,0
2007,September,Kansas,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,7,1,0
2007,January,Oregon,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,6,0,0
2007,December,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,6,0,0
2007,January,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,5,0,0
2007,April,California,Restaurant,"Sandwich, Unspecified; French Fries",,Norovirus unknown,Norovirus,,Suspected,5,0,0
2007,May,New York,Restaurant,Shrimp,Crustacean,Norovirus unknown,Norovirus,,Confirmed,5,0,0
2007,October,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,5,0,0
2007,November,California,Restaurant,Antipasto,,Norovirus unknown,Norovirus,,Suspected,5,0,0
2007,December,California,Restaurant,Beet Salad,,Norovirus unknown,Norovirus,,Suspected,5,0,0
2007,December,California,Restaurant,Salad Dressing,,Norovirus unknown,Norovirus,,Suspected,5,0,0
2007,March,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,4,0,0
2007,April,Colorado,Restaurant,"Sushi, Unspecified",,Norovirus unknown,Norovirus,,Confirmed,4,0,0
2007,June,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,4,0,0
2007,June,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,4,0,0
2007,October,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,4,0,0
2007,June,Colorado,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,3,0,0
2007,December,Maryland,Catering Service,,,Norovirus unknown,Norovirus,,Suspected,3,0,0
2007,January,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,2,,
2007,April,Florida,Restaurant,Buffet,,Norovirus unknown,Norovirus,,Suspected,2,,
2007,July,California,Restaurant,Multiple Foods,,Norovirus unknown,Norovirus,,Suspected,2,0,0
2007,August,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,2,0,0
2007,November,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,2,0,0
2007,July,Maine,,"Mussels, Steamed",,Paralytic shellfish poison,Paralytic,,Confirmed,4,4,0
2007,May,Illinois,Private Home/Residence,"Soup, Puffer Fish",,Puffer fish tetrodotoxin,Puffer,,Confirmed,2,1,0
2007,February,Maine,,,,Rotavirus,Rotavirus,,Confirmed,16,0,0
2007,October,Florida,Restaurant,,,Rotavirus,Rotavirus,,Suspected,2,,
2007,June,Illinois,Restaurant; Fair/Festival,Hummus,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,802,29,0
2007,February,Multistate,Private Home/Residence,Pot Pie,,Salmonella enterica,Salmonella,"I 4,[5],12:i:-",Confirmed,401,108,3
2007,January,Multistate,Private Home/Residence,"Eggs, Scrambled",Egg,Salmonella enterica,Salmonella,Enteritidis,Confirmed,81,9,0
2007,January,Florida,,Mashed Potato/Gravy,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,79,,
2007,December,Pennsylvania,Restaurant,"Eggs, Unspecified; Desserts; Dessert, Other",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,78,2,0
2007,February,Multistate,Private Home/Residence; Grocery Store,"Lettuce, Unspecified; Spinach",Leafy Green; Leafy Green,Salmonella enterica,Salmonella,Typhimurium,Confirmed,76,4,0
2007,October,Georgia,Catering Service; Fair/Festival,"Pork, Bbq",Pork,Salmonella enterica,Salmonella,Newport,Confirmed,67,5,0
2007,September,Pennsylvania,,"Pork, Roasted",,Salmonella enterica,Salmonella,Typhimurium,Confirmed,66,3,0
2007,June,Multistate,Restaurant; Private Home/Residence,"Tomato, Beefsteak",Vine-Stalk Eg. Tomato,Salmonella enterica,Salmonella,Newport,Confirmed,65,11,0
2007,April,Massachusetts,Restaurant; Private Home/Residence; Grocery Store,,,Salmonella enterica,Salmonella,Schwarzengrund,Confirmed,62,10,0
2007,April,Wisconsin,Restaurant,,,Salmonella enterica,Salmonella,Group B,Confirmed,53,,
2007,December,Multistate,Restaurant; Private Home/Residence; Hospital,Cantaloupe,,Salmonella enterica,Salmonella,Litchfield,Confirmed,53,17,0
2007,June,Washington DC,Restaurant; Private Home/Residence,"Tomato, Unspecified; Avocado, Unspecified; Guacamole, Unspecified; Cilantro, Unspecified",,Salmonella enterica,Salmonella,Newport,Confirmed,46,,
2007,August,Multistate,Restaurant; Grocery Store,"Fish, Ahi",,Salmonella enterica,Salmonella,Paratyphi B,Confirmed,44,5,0
2007,October,Multistate,Private Home/Residence,"Ground Beef, Unspecified",,Salmonella enterica,Salmonella,Newport,Confirmed,43,15,
2007,July,Virginia,Restaurant; Private Home/Residence,"Cheese, Unspecified; Shami Kabob",,Salmonella enterica,Salmonella,Typhimurium,Confirmed,33,4,0
2007,January,Georgia,Restaurant,"Pork, Smoked",,Salmonella enterica,Salmonella,Montevideo,Confirmed,31,14,0
2007,March,North Carolina,Restaurant,"Pudding, Banana",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,31,4,0
2007,April,Louisiana,,"Chicken, Bbq",Chicken,Salmonella enterica,Salmonella,Braenderup,Confirmed,31,5,1
2007,May,New Jersey,Restaurant,"Fruit Salad; Green Salad; Cantaloupe; Honeydew Melon; Grapes, Unspecified",,Salmonella enterica,Salmonella,Litchfield,Confirmed,30,5,0
2007,December,Georgia,Restaurant,"Turkey, Roasted; Stuffing, Unspecified",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,27,3,0
2007,June,New Hampshire,Catering Service,,,Salmonella enterica,Salmonella,Muenchen,Confirmed,26,0,0
2007,November,Ohio,Restaurant,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,26,2,0
2007,May,North Carolina,Restaurant,,,Salmonella enterica,Salmonella,Berta,Confirmed,25,0,0
2007,July,California,Restaurant; Private Home/Residence,,,Salmonella enterica,Salmonella,Anatum,Suspected,25,1,0
2007,February,California,Restaurant; Private Home/Residence,Bean Sprouts,,Salmonella enterica,Salmonella,Montevideo,Confirmed,24,3,0
2007,June,Ohio,Restaurant,,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,24,3,0
2007,July,North Carolina,Restaurant,"Pudding, Banana",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,24,6,0
2007,June,Arizona,Restaurant,,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,23,13,0
2007,October,Minnesota,Restaurant,"Tomato, Unspecified",,Salmonella enterica,Salmonella,Typhimurium,Confirmed,23,1,0
2007,April,Missouri,Unknown,,,Salmonella enterica,Salmonella,Muenchen,Confirmed,22,5,0
2007,August,Ohio,Restaurant,,,Salmonella enterica,Salmonella,,Confirmed,22,10,0
2007,April,Massachusetts,Restaurant,,,Salmonella enterica,Salmonella,Braenderup,Confirmed,21,1,0
2007,May,California,,Bean Sprouts,Sprouts,Salmonella enterica,Salmonella,Mbandaka,Confirmed,20,,
2007,August,Multistate,,"Shredded Cheese, Pasteurized",Cheese,Salmonella enterica,Salmonella,Montevideo,Confirmed,20,9,0
2007,October,South Carolina,Private Home/Residence,"Pork, Bbq",,Salmonella enterica,Salmonella,Montevideo,Confirmed,20,0,0
2007,November,Massachusetts,Unknown,"Lamb, Unspecified; Ground Beef, Other",,Salmonella enterica,Salmonella,,Confirmed,20,11,0
2007,February,Alaska,Private Home/Residence,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,18,1,0
2007,February,Illinois,Restaurant,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,18,3,0
2007,August,Minnesota,Restaurant,"Salsa, Unspecified",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,18,2,0
2007,January,Tennessee,Restaurant,"Bbq, Unspecified; Coleslaw",,Salmonella enterica,Salmonella,Heidelberg,Confirmed,16,4,0
2007,June,California,Private Home/Residence,Mole,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,16,2,0
2007,August,New Jersey,,Chicken; Green Salad,,Salmonella enterica,Salmonella,Newport,Confirmed,16,11,0
2007,February,Indiana,Restaurant,"Eggs, Scrambled",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,15,6,0
2007,April,Multistate,Private Home/Residence,Alfalfa Sprouts,Sprouts,Salmonella enterica,Salmonella,Mbandaka,Confirmed,15,,0
2007,August,Washington,Private Home/Residence,"Nachos, Unspecified",,Salmonella enterica,Salmonella,Typhimurium,Confirmed,15,4,0
2007,March,Wyoming,Restaurant,,,Salmonella enterica,Salmonella,Muenster,Confirmed,14,2,0
2007,April,South Carolina,Restaurant,,,Salmonella enterica,Salmonella,Schwarzengrund,Confirmed,14,3,0
2007,November,California,Private Home/Residence,Turkey; Macaroni And Cheese,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,14,3,0
2007,November,Michigan,Restaurant,,,Salmonella enterica,Salmonella,,Confirmed,14,3,0
2007,April,Illinois,Restaurant,Pancit,,Salmonella enterica,Salmonella,Montevideo,Confirmed,13,2,0
2007,June,Pennsylvania,Private Home/Residence,Raw Milk; Cheese,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,13,1,0
2007,October,Connecticut,Private Home/Residence,"Pork, Unspecified",,Salmonella enterica,Salmonella,Infantis,Confirmed,13,1,0
2007,October,Maine,Restaurant,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,13,4,0
2007,February,Washington,Restaurant,"Beef, Other",,Salmonella enterica,Salmonella,Senftenberg,Confirmed,12,2,0
2007,June,Massachusetts,Prison/Jail,,,Salmonella enterica,Salmonella,Montevideo,Confirmed,12,1,0
2007,August,Alabama,Private Home/Residence; Religious Facility,Fig Crisp,,Salmonella enterica,Salmonella,Newport,Confirmed,12,0,0
2007,August,Colorado,Unknown,,,Salmonella enterica,Salmonella,Newport,Confirmed,12,4,0
2007,February,Multistate,Private Home/Residence,"Basil, Unspecified",Leafy Green,Salmonella enterica,Salmonella,Senftenberg,Confirmed,11,,
2007,May,California,Restaurant,"Sandwich, Deli",,Salmonella enterica,Salmonella,"I 4,[5],12:i:-",Confirmed,11,2,0
2007,July,Indiana,Unknown,Hummus,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,11,,
2007,September,Wisconsin,Catering Service,"Pork, Roasted",,Salmonella enterica,Salmonella,Newport,Confirmed,11,1,0
2007,October,Tennessee,Catering Service,,,Salmonella enterica,Salmonella,Norwich,Confirmed,11,0,0
2007,November,Minnesota,Private Home/Residence,,,Salmonella enterica,Salmonella,Newport,Confirmed,11,0,0
2007,November,South Dakota,,,,Salmonella enterica,Salmonella,Newport,Confirmed,11,6,0
2007,January,California,Private Home/Residence,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,10,4,0
2007,June,California,Unknown,,,Salmonella enterica,Salmonella,Muenchen,Confirmed,10,1,0
2007,July,New York,Unknown,"Tomato, Unspecified",Tomato,Salmonella enterica,Salmonella,Newport,Confirmed,10,4,1
2007,September,California,Restaurant,,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,10,1,0
2007,September,Oregon,Restaurant; Private Home/Residence,,,Salmonella enterica,Salmonella,Muenchen,Confirmed,10,1,0
2007,May,Virginia,Restaurant,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,9,1,0
2007,June,Illinois,Grocery Store,Red Salsa; Pig Head; Green Salsa,,Salmonella enterica,Salmonella,Montevideo,Confirmed,9,1,0
2007,June,Ohio,Restaurant,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,9,1,0
2007,July,Minnesota,Restaurant,,,Salmonella enterica,Salmonella,Montevideo,Confirmed,9,3,0
2007,October,Pennsylvania,,,,Salmonella enterica,Salmonella,Blockley,Confirmed,9,3,0
2007,December,Virginia,Private Home/Residence,"Lasagna, Beef",Egg,Salmonella enterica,Salmonella,Enteritidis,Confirmed,9,2,0
